,name,gae,cuda,seed,gamma,device,gym_id,ent_coef,exp_name,kle_stop,norm_adv,norm_obs,obs_clip,rew_clip,value_lr,anneal_lr,clip_coef,policy_lr,prod_mode,target_kl,batch_size,clip_vloss,gae_lambda,kle_rollback,norm_returns,wandb_entity,weights_init,capture_video,max_grad_norm,update_epochs,episode_length,minibatch_size,pol_layer_norm,total_timesteps,features_turned_on,wandb_project_name,torch_deterministic,invalid_action_penalty,losses/entropy,charts/policy_learning_rate,stats/num_invalid_action_ownership,video.0,losses/value_loss,stats/num_invalid_action_busy_unit,charts/value_learning_rate,evals/charts/episode_reward,stats/num_invalid_action_null,evals/stats/num_invalid_action_null,evals/stats/num_invalid_action_ownership,_wandb,_timestamp,charts/episode_reward,charts/episode_reward/ResourceGatherRewardFunction,losses/approx_kl,losses/policy_loss,evals/stats/num_invalid_action_busy_unit,_step,_runtime,global_step,first_learned_timestep,first_reward_timestep,evals_first_learned_timestep,evals_first_reward_timestep
42,MicrortsMining10x10F9-v0__On-PIAM__2__1670558384,True,True,2,0.99,cpu,MicrortsMining10x10F9-v0,0.015,On-PIAM,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,,1.096803069114685,0,0.0,"{'path': 'media/videos/video.0_19_5288136239bbb5b01832.mp4', 'size': 26323, '_type': 'video-file', 'sha256': '5288136239bbb5b01832095b78478f37a868174d5f14901eaaa987062b6963c7'}",4.111252784729004,8.6,0,0.0,0.0,188.27999877929688,11.219999980926513,{'runtime': 7379},1670565766.6063924,34.4,380.0,7.319254350477423e-05,-0.050041720271110535,0.0,5398,7379,1001472,0.0514,0.0004,0.0,0.0004
43,MicrortsMining24x24F9-v0__Penalty__4__1670552422,True,True,4,0.99,cuda:0,MicrortsMining24x24F9-v0,0.03,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,2.676388740539551,0,2.2,"{'path': 'media/videos/video.0_14_d6ee8415b695ec847a11.mp4', 'size': 35281, '_type': 'video-file', 'sha256': 'd6ee8415b695ec847a110e437eb02c25640d1c8a6edcefa0c4fac58cf0dc25a4'}",0.6115905046463013,0.7,0,,188.0,,,{'runtime': 5623},1670558049.491758,0.4444444444444444,,5.388773279264569e-05,0.016058344393968582,,5393,5626,1001472,0.0,0.010192,,
44,MicrortsMining4x4F9-v0__Off-PIAM__2__1670548683,True,True,2,0.99,cpu,MicrortsMining4x4F9-v0,0.01,Off-PIAM,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,,1.0367172956466677,0,0.0,"{'path': 'media/videos/video.0_19_81bf76ba00d861282b73.mp4', 'size': 40565, '_type': 'video-file', 'sha256': '81bf76ba00d861282b7346c7b7cd9105e65ac9d230e5f25fbfa8cfbe264444c4'}",6.439840793609619,23.3,0,39.900001525878906,0.2,7.87999997138977,0.910000005364418,{'runtime': 12913},1670561600.340561,40.0,400.0,0.011114992201328278,0.04083353281021118,17.85999984741211,5398,12915,1001472,0.046656,0.0006,0.067584,0.0006
45,MicrortsMining16x16F9-v0__Penalty__4__1670546843,True,True,4,0.99,cuda:0,MicrortsMining16x16F9-v0,0.02,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.983903169631958,0,3.0,"{'_type': 'video-file', 'sha256': '966be3bafd557f25b0b1a7231c25f0ad7626d4c6f73cba738a84e1d07da704fa', 'path': 'media/videos/video.0_14_966be3bafd557f25b0b1.mp4', 'size': 40383}",2.7640528678894043,1.1,0,,110.9,,,{'runtime': 5555},1670552400.8943124,28.88888888888889,,3.567463718354702e-05,-0.10420428216457368,,5393,5555,1001472,0.0,0.024128,,
46,MicrortsMining10x10F9-v0__Penalty__4__1670540970,True,True,4,0.99,cuda:0,MicrortsMining10x10F9-v0,0.015,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.6481183767318726,0,0.0,"{'_type': 'video-file', 'sha256': '5288136239bbb5b01832095b78478f37a868174d5f14901eaaa987062b6963c7', 'path': 'media/videos/video.0_14_5288136239bbb5b01832.mp4', 'size': 26323}",4.8878071368108074e-08,0.0,0,,0.0,,,{'runtime': 5848},1670546820.0804105,0.0,,1.4486454892903566e-05,0.11647766828536989,,5393,5848,1001472,0.0,0.065288,,
47,MicrortsMining4x4F9-v0__On-PIAM__2__1670540871,True,True,2,0.99,cpu,MicrortsMining4x4F9-v0,0.01,On-PIAM,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,,1.046782612800598,0,0.3,"{'_type': 'video-file', 'sha256': '9202ab2e5fa07010c8212d213a4a9cce10d9472037178785ecff3aaa77877d84', 'path': 'media/videos/video.0_19_9202ab2e5fa07010c821.mp4', 'size': 26718}",4.456494331359863,23.5,0,1.7999999523162842,0.1,11.689999961853028,183.79999847412108,{'runtime': 17489},1670558361.3718991,35.9,399.0,-1.5970878484949937e-05,-0.04244276508688927,0.0,5398,17489,1001472,0.037064,0.0006,0.0,0.0006
48,MicrortsMining4x4F9-v0__Penalty__4__1670535410,True,True,4,0.99,cuda:0,MicrortsMining4x4F9-v0,0.01,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.428095817565918,0,0.0,"{'size': 25124, '_type': 'video-file', 'sha256': '79c720006488d6913116811bb2f1034d34fcfdbbd91034ec8569d0c2508f9e48', 'path': 'media/videos/video.0_14_79c720006488d6913116.mp4'}",3.6722742180472785e-08,0.0,0,,0.0,,,{'runtime': 5535},1670540946.4752054,0.0,,1.1418276699259877e-05,0.13256411254405975,,5393,5534,1001472,0.0,0.0008,,
49,MicrortsMining4x4F9-v0__Penalty__4__1670534503,True,True,4,0.99,cuda:1,MicrortsMining4x4F9-v0,0.01,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,1.411777138710022,0,18.3,"{'path': 'media/videos/video.0_14_2db51a01fb1937d8481d.mp4', 'size': 41311, '_type': 'video-file', 'sha256': '2db51a01fb1937d8481dc2522dbdeaa1f160cc37eaebd3765c1ac1213a8d8b8b'}",5.754895210266113,1.4,0,,61.3,,,{'runtime': 5425},1670539930.3068414,39.888888888888886,,3.264777769800276e-05,-0.005508089438080788,,5393,5425,1001472,0.086616,0.0008,,
50,MicrortsMining24x24F9-v0__Off-PIAM__1__1670529343,True,True,1,0.99,cpu,MicrortsMining24x24F9-v0,0.03,Off-PIAM,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,,1.123124361038208,0,0.0,"{'path': 'media/videos/video.0_19_cfce59bc3fb02d27f12c.mp4', 'size': 46406, '_type': 'video-file', 'sha256': 'cfce59bc3fb02d27f12cf6b1f26f1be790f3c59cbfa29eb9a4508ccb4c9cf0f0'}",4.345510005950928,3.6,0,37.70000076293945,0.0,12.45,0.6899999991059304,{'runtime': 19314},1670548657.3073783,37.1,371.0,0.015461114794015884,-0.002365104854106903,4.8599999904632565,5398,19312,1001472,0.16444,0.0004,0.0,0.0004
51,MicrortsMining24x24F9-v0__Penalty__3__1670528399,True,True,3,0.99,cuda:0,MicrortsMining24x24F9-v0,0.03,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,2.6942808628082275,0,1.3,"{'size': 36467, '_type': 'video-file', 'sha256': '708498f547d9922edda2d37281fb16d43301248ff174894e19ab7f085de63210', 'path': 'media/videos/video.0_14_708498f547d9922edda2.mp4'}",1.0606601238250732,0.2,0,,190.8,,,{'runtime': 6989},1670535388.783533,0.1111111111111111,,3.957489388994872e-06,-0.11928243935108183,,5393,6987,1001472,0.0,0.0006,,
52,MicrortsMining24x24F9-v0__Penalty__3__1670527547,True,True,3,0.99,cuda:1,MicrortsMining24x24F9-v0,0.03,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,2.2065439224243164,0,1.4,"{'path': 'media/videos/video.0_14_baa79db778c9c5dd7b28.mp4', 'size': 41881, '_type': 'video-file', 'sha256': 'baa79db778c9c5dd7b283699f6a5ec03d081fed9aef567b4368647ffc36e6841'}",1.842244267463684,0.6,0,,130.0,,,{'runtime': 6935},1670534482.5436118,23.333333333333332,,0.0001136681908974424,-0.027541592717170715,,5393,6933,1001472,0.0,0.0006,,
53,MicrortsMining16x16F9-v0__Penalty__3__1670522013,True,True,3,0.99,cuda:0,MicrortsMining16x16F9-v0,0.02,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.8324187994003296,0,0.0,"{'size': 29926, '_type': 'video-file', 'sha256': '0c039f379fe9381907874a3dbb95295fabaec9efafd997620ff68fcedfa61919', 'path': 'media/videos/video.0_14_0c039f379fe938190787.mp4'}",5.142422310200345e-07,0.0,0,,0.0,,,{'runtime': 6363},1670528377.2804155,1.0,,8.23295849841088e-05,-0.09242181479930878,,5393,6362,1001472,0.0,0.007344,,
54,MicrortsMining16x16F9-v0__Penalty__3__1670521266,True,True,3,0.99,cuda:1,MicrortsMining16x16F9-v0,0.02,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,1.8318917751312256,0,0.0,"{'size': 29926, '_type': 'video-file', 'sha256': '0c039f379fe9381907874a3dbb95295fabaec9efafd997620ff68fcedfa61919', 'path': 'media/videos/video.0_14_0c039f379fe938190787.mp4'}",6.691315057594238e-09,0.0,0,,0.0,,,{'runtime': 6257},1670527524.264174,1.0,,0.0001665950519964099,0.02579214796423912,,5393,6256,1001472,0.0,0.01084,,
55,MicrortsMining10x10F9-v0__Penalty__3__1670515917,True,True,3,0.99,cuda:0,MicrortsMining10x10F9-v0,0.015,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.6551122665405271,0,0.0,"{'path': 'media/videos/video.0_14_9b888b2446f6fc8ea28d.mp4', 'size': 26753, '_type': 'video-file', 'sha256': '9b888b2446f6fc8ea28d65e70ac67209870498632de78ad67b9016825e26bca6'}",1.545228656141262e-08,0.0,0,,0.0,,,{'runtime': 6072},1670521991.742287,0.0,,-4.07826155424118e-07,-0.08150408416986465,,5393,6072,1001472,0.0,0.030672,,
56,MicrortsMining10x10F9-v0__Penalty__3__1670515276,True,True,3,0.99,cuda:1,MicrortsMining10x10F9-v0,0.015,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,1.797230839729309,0,4.5,"{'path': 'media/videos/video.0_14_9689885fcf725a8102cd.mp4', 'size': 37777, '_type': 'video-file', 'sha256': '9689885fcf725a8102cd7913a46491fb1389b24d042af4d851891634e7ffa189'}",4.360153675079346,0.0,0,,102.7,,,{'runtime': 5965},1670521243.4004326,32.44444444444444,,4.6714924974367025e-05,0.0411086305975914,,5393,5965,1001472,0.205,0.004296,,
57,MicrortsMining24x24F9-v0__On-PIAM__1__1670514569,True,True,1,0.99,cpu,MicrortsMining24x24F9-v0,0.03,On-PIAM,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,,1.1499234437942505,0,0.0,"{'path': 'media/videos/video.0_19_d6ee8415b695ec847a11.mp4', 'size': 35281, '_type': 'video-file', 'sha256': 'd6ee8415b695ec847a110e437eb02c25640d1c8a6edcefa0c4fac58cf0dc25a4'}",3.586764335632324,11.0,0,0.5,0.0,198.15999908447264,1.0799999833106995,{'runtime': 26279},1670540850.034411,31.3,346.0,1.2831392450607381e-05,-0.13500404357910156,0.0,5398,26280,1001472,0.07188,0.0004,0.0,0.0004
58,MicrortsMining4x4F9-v0__Penalty__3__1670510446,True,True,3,0.99,cuda:0,MicrortsMining4x4F9-v0,0.01,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.3112146854400637,0,8.5,"{'_type': 'video-file', 'sha256': '9b5618e4cef228cbbc9384219da01d9824bc26d6db02297596934ef7259d3ed5', 'path': 'media/videos/video.0_14_9b5618e4cef228cbbc93.mp4', 'size': 40907}",5.716991424560547,2.1,0,,29.5,,,{'runtime': 5447},1670515895.1012664,40.0,,1.674756349530071e-05,0.010951664298772812,,5393,5447,1001472,0.150904,0.0016,,
59,MicrortsMining4x4F9-v0__Penalty__3__1670509902,True,True,3,0.99,cuda:1,MicrortsMining4x4F9-v0,0.01,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,1.4150784015655518,0,21.6,"{'path': 'media/videos/video.0_14_a348b491427dc4843dc7.mp4', 'size': 41580, '_type': 'video-file', 'sha256': 'a348b491427dc4843dc73956c143c099d4bb2a2812c19dd281423e061bcb58ab'}",4.618748188018799,1.3,0,,60.6,,,{'runtime': 5349},1670515256.8670256,39.44444444444444,,2.4511216906830667e-06,-0.02656557410955429,,5393,5352,1001472,0.0516,0.0016,,
60,MicrortsMining16x16F9-v0__Off-PIAM__1__1670505269,True,True,1,0.99,cpu,MicrortsMining16x16F9-v0,0.02,Off-PIAM,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,,1.072170376777649,0,0.0,"{'size': 43920, '_type': 'video-file', 'sha256': '73b7c5fe757d67174d63b169a87db90e27d297a0234a98bb2aea25fcdf03cedc', 'path': 'media/videos/video.0_19_73b7c5fe757d67174d63.mp4'}",5.562516689300537,0.7,0,36.900001525878906,0.0,11.859999942779542,1.6799999952316285,{'runtime': 24042},1670529321.4548745,39.4,395.0,0.014610993955284358,0.10491284728050232,1.9199999928474427,5398,24050,1001472,0.073728,0.0004,0.096256,0.0004
61,MicrortsMining24x24F9-v0__Penalty__2__1670503466,True,True,2,0.99,cuda:0,MicrortsMining24x24F9-v0,0.03,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.837349772453308,0,0.0,"{'_type': 'video-file', 'sha256': '1986f0a3ac8a3fb6cdf25a95dbf85d8c6c99eb26a62d39323438b37acce7343d', 'path': 'media/videos/video.0_14_1986f0a3ac8a3fb6cdf2.mp4', 'size': 35312}",2.430545691822772e-06,0.0,0,,0.0,,,{'runtime': 6952},1670510423.125755,1.0,,3.855209215544164e-05,-0.03425385802984238,,5393,6955,1001472,0.0,0.005096,,
62,MicrortsMining24x24F9-v0__Penalty__2__1670503021,True,True,2,0.99,cuda:1,MicrortsMining24x24F9-v0,0.03,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,2.2461910247802734,0,1.2,"{'size': 43658, '_type': 'video-file', 'sha256': '1afc1094382422e34db8bd9b0789d469aba109521ce5b3083dee3518d368f835', 'path': 'media/videos/video.0_14_1afc1094382422e34db8.mp4'}",1.585491180419922,0.2,0,,139.7,,,{'runtime': 6858},1670509881.600727,20.444444444444443,,0.00011223351466469467,-0.08744333684444427,,5393,6858,1001472,0.0,0.005096,,
63,MicrortsMining16x16F9-v0__Penalty__2__1670497333,True,True,2,0.99,cuda:0,MicrortsMining16x16F9-v0,0.02,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.762608528137207,0,0.0,"{'size': 30670, '_type': 'video-file', 'sha256': '484e4ee78f909ce067cadcaed35b5c0ee732ccbdc45723465454b372788709fe', 'path': 'media/videos/video.0_14_484e4ee78f909ce067ca.mp4'}",1.0775114134276009e-07,0.0,0,,0.0,,,{'runtime': 6107},1670503442.9688628,1.0,,0.0001519416953669861,-0.10948668420314787,,5393,6108,1001472,0.0,0.002248,,
64,MicrortsMining16x16F9-v0__Penalty__2__1670496911,True,True,2,0.99,cuda:1,MicrortsMining16x16F9-v0,0.02,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,1.820346117019653,0,0.0,"{'path': 'media/videos/video.0_14_0c039f379fe938190787.mp4', 'size': 29926, '_type': 'video-file', 'sha256': '0c039f379fe9381907874a3dbb95295fabaec9efafd997620ff68fcedfa61919'}",1.3328157422165532e-07,0.0,0,,0.0,,,{'runtime': 6086},1670502999.4508271,1.0,,0.00011507144954521209,-0.027195226401090625,,5393,6086,1001472,0.0,0.002648,,
65,MicrortsMining16x16F9-v0__On-PIAM__1__1670495090,True,True,1,0.99,cpu,MicrortsMining16x16F9-v0,0.02,On-PIAM,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,,1.0989055633544922,0,0.0,"{'path': 'media/videos/video.0_19_05fe5f939976299800b1.mp4', 'size': 29765, '_type': 'video-file', 'sha256': '05fe5f939976299800b10c49ccea7be606d429b19e237965b929f397d9a0ba09'}",6.870157718658447,8.3,0,0.0,0.0,197.04999847412108,2.9000000238418577,{'runtime': 19452},1670514545.2682164,34.6,379.0,-2.26502018449537e-05,0.16449357569217682,0.0,5398,19454,1001472,0.054248,0.0004,0.0,0.0004
66,MicrortsMining10x10F9-v0__Penalty__2__1670491460,True,True,2,0.99,cuda:0,MicrortsMining10x10F9-v0,0.015,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.6567509174346924,0,0.0,"{'_type': 'video-file', 'sha256': '457f665a5049ee2370cfe0412ddb613a1ee8408043cc5e7135d81e0b7797a099', 'path': 'media/videos/video.0_14_457f665a5049ee2370cf.mp4', 'size': 26872}",9.252147492588848e-07,0.0,0,,0.0,,,{'runtime': 5836},1670497298.2270002,0.0,,-0.00016542361117899418,-0.09633908420801164,,5393,5836,1001472,0.0,0.028024,,
67,MicrortsMining10x10F9-v0__Penalty__2__1670491168,True,True,2,0.99,cuda:1,MicrortsMining10x10F9-v0,0.015,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,1.8366961479187012,0,3.9,"{'size': 40379, '_type': 'video-file', 'sha256': '2e873a83d635a63c7c4d31c9f4d22c912cfbdfca2c202f3bb358ea93311bd437', 'path': 'media/videos/video.0_14_2e873a83d635a63c7c4d.mp4'}",4.134574890136719,0.0,0,,113.7,,,{'runtime': 5715},1670496884.5159783,33.0,,-2.9048358555883167e-06,-0.1406324803829193,,5393,5714,1001472,0.137616,0.028024,,
68,MicrortsMining4x4F9-v0__Penalty__2__1670486192,True,True,2,0.99,cuda:0,MicrortsMining4x4F9-v0,0.01,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.3618052005767822,0,8.8,"{'path': 'media/videos/video.0_14_4f3756f34ba32a35f8d8.mp4', 'size': 40082, '_type': 'video-file', 'sha256': '4f3756f34ba32a35f8d888c292741fd3d81b760d5166584d8a72f62f0c391613'}",5.017514228820801,1.0,0,,24.3,,,{'runtime': 5245},1670491439.0766234,39.888888888888886,,-3.350948099978268e-05,-0.030694937333464622,,5393,5246,1001472,0.096456,0.0002,,
69,MicrortsMining4x4F9-v0__Penalty__2__1670486005,True,True,2,0.99,cuda:1,MicrortsMining4x4F9-v0,0.01,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,1.4161934852600098,0,19.8,"{'size': 43088, '_type': 'video-file', 'sha256': '92ee189365dd080ba12590e7729cd39449048b2365ac479ee6d0c9c4b4310760', 'path': 'media/videos/video.0_14_92ee189365dd080ba125.mp4'}",5.624722480773926,2.5,0,,60.8,,,{'runtime': 5142},1670491148.5465956,38.77777777777778,,5.2511476678773764e-05,-0.021845456212759014,,5393,5142,1001472,0.046256,0.0002,,
70,MicrortsMining24x24F9-v0__Penalty__1__1670479681,True,True,1,0.99,cuda:0,MicrortsMining24x24F9-v0,0.03,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.853102207183838,0,0.0,"{'size': 34979, '_type': 'video-file', 'sha256': '840e616883fc86aff2318813b91ce22342a4364efd180ce4101c59ed4f44dc84', 'path': 'media/videos/video.0_14_840e616883fc86aff231.mp4'}",4.309316409489838e-06,0.0,0,,0.0,,,{'runtime': 6484},1670486170.4828434,1.0,,7.002009660936893e-05,-0.23822864890098572,,5393,6487,1001472,0.0,0.006944,,
71,MicrortsMining24x24F9-v0__Penalty__1__1670479458,True,True,1,0.99,cuda:1,MicrortsMining24x24F9-v0,0.03,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,2.5575876235961914,0,1.4,"{'path': 'media/videos/video.0_14_16486fc3ddf819ef2de5.mp4', 'size': 35159, '_type': 'video-file', 'sha256': '16486fc3ddf819ef2de5df45abc26c64d4c8bd07e66397cbc906a0cbcbbfd60a'}",0.009372266940772532,0.4,0,,186.7,,,{'runtime': 6523},1670485984.177988,1.0,,3.389316261745989e-05,-0.042568281292915344,,5393,6524,1001472,0.0,0.02128,,
72,MicrortsMining16x16F9-v0__Penalty__1__1670474459,True,True,1,0.99,cuda:0,MicrortsMining16x16F9-v0,0.02,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.8225746154785156,0,0.0,"{'path': 'media/videos/video.0_14_0c039f379fe938190787.mp4', 'size': 29926, '_type': 'video-file', 'sha256': '0c039f379fe9381907874a3dbb95295fabaec9efafd997620ff68fcedfa61919'}",3.861534878524253e-07,0.0,0,,0.0,,,{'runtime': 5201},1670479661.6806054,1.0,,3.3056538086384533e-06,-0.1260838508605957,,5393,5201,1001472,0.0,0.017784,,
73,MicrortsMining16x16F9-v0__Penalty__1__1670474256,True,True,1,0.99,cuda:1,MicrortsMining16x16F9-v0,0.02,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,2.005157470703125,0,2.4,"{'_type': 'video-file', 'sha256': '02889e605e2f4bb146b69180f1870f4571447d0c3bb6f9da450bc607cb8a56c5', 'path': 'media/videos/video.0_14_02889e605e2f4bb146b6.mp4', 'size': 40734}",2.9406533241271973,0.0,0,,122.7,,,{'runtime': 5181},1670479438.4470105,32.55555555555556,,4.7708163037896156e-05,-0.04688335955142975,,5393,5181,1001472,0.0,0.017584,,
74,MicrortsMining10x10F9-v0__Penalty__1__1670469253,True,True,1,0.99,cuda:0,MicrortsMining10x10F9-v0,0.015,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.699592113494873,0,0.0,"{'_type': 'video-file', 'sha256': 'd69e7e5d406e5d045c35bacee8d9539a72b5927c012e731caa02362e09dcf47f', 'path': 'media/videos/video.0_14_d69e7e5d406e5d045c35.mp4', 'size': 26697}",5.770066309196409e-07,0.0,0,,0.0,,,{'runtime': 5182},1670474438.7455173,0.0,,1.2493517715483904e-05,-0.10831931233406068,,5393,5182,1001472,0.0,0.025576,,
75,MicrortsMining10x10F9-v0__Penalty__1__1670469216,True,True,1,0.99,cuda:1,MicrortsMining10x10F9-v0,0.015,Penalty--0.01,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.01,1.8314465284347536,0,4.1,"{'path': 'media/videos/video.0_14_09f0aef277bbb21111da.mp4', 'size': 37600, '_type': 'video-file', 'sha256': '09f0aef277bbb21111dac297db30874ebc5da40f78fa51ac288916a9bc4bdf92'}",3.607376337051392,0.4,0,,104.8,,,{'runtime': 5017},1670474235.898059,32.666666666666664,,8.806996629573405e-05,-0.08626590669155121,,5393,5017,1001472,0.102352,0.017784,,
76,MicrortsMining4x4F9-v0__Penalty__1__1670464309,True,True,1,0.99,cuda:0,MicrortsMining4x4F9-v0,0.01,Penalty--0.1,False,True,True,10,10,0.0003,True,0.2,0.0003,True,0.015,2048,True,0.97,False,False,,orthogonal,True,0.5,10,0,256,False,1000000,5,invalid-action-masking,True,-0.1,1.291973352432251,0,5.9,"{'path': 'media/videos/video.0_14_33bb3edf2c880a2cf252.mp4', 'size': 41415, '_type': 'video-file', 'sha256': '33bb3edf2c880a2cf252cfffb923c91acb8bde099cca9ac6867ae02af7d78d8c'}",6.425236701965332,0.0,0,,20.4,,,{'runtime': 4923},1670469234.627874,40.0,,-1.1655452544800937e-05,0.08784909546375275,,5393,4923,1001472,0.131672,0.0002,,
